PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity Summary,Antagonist Activity,Antagonist Potency (uM),Antagonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
144209133,NCGC00259484-01,3,20,,,,active agonist,active agonist,15.40216225,110.0449719,inactive,,0,Sensient
144209168,NCGC00259519-01,3,20,,,,active agonist,active agonist,9.747688157,46.89047309,inactive,,0,Sensient
144209183,NCGC00259534-01,3,20,,,,active agonist,active agonist,14.53707095,55.22219054,inactive,,0,SIGMA
144209186,NCGC00259537-01,3,20,,,,active agonist,active agonist,11.04784102,74.69336317,inactive,,0,SigmaAldrich
144209188,NCGC00259539-01,3,20,,,,active agonist,active agonist,4.01612886,158.0453873,inactive,,0,SigmaAldrich
144209191,NCGC00259542-01,3,20,,,,active agonist,active agonist,7.43627387,100.0860641,inactive,,0,SigmaAldrich
144209241,NCGC00259592-01,3,20,,,,active agonist,active agonist,8.328496048,133.2891813,inactive,,0,SIGMA
144209258,NCGC00259609-01,3,20,,,,active agonist,active agonist,5.900856142,146.2474029,inactive,,0,SigmaAldrich
144209295,NCGC00259646-01,3,20,,,,active agonist,active agonist,0.471099954,98.78114009,inconclusive antagonist,13.79684321,-47.40325062,SIGMA
144209340,NCGC00259691-01,3,20,,,,active agonist,active agonist,59.08484506,94.9602069,inactive,,0,SigmaAldrich
144209351,NCGC00259702-01,3,20,,,,active agonist,active agonist,1.869800855,131.9928586,inactive,,0,SIGMA
144209373,NCGC00259724-01,3,20,,,,active agonist,active agonist,0.637806161,191.2152843,inconclusive antagonist,65.01626891,-29.44700097,SIGMA
144209459,NCGC00259810-01,3,20,,,,active agonist,active agonist,2.008746231,130.8655097,inconclusive antagonist,57.71097466,-57.22999894,SIGMA
144209464,NCGC00259815-01,3,20,,,,active agonist,active agonist,3.186886115,111.9564173,inconclusive antagonist,61.19273678,-33.62557715,Sensient
144209528,NCGC00259879-01,3,20,,,,active agonist,active agonist,3.575745033,80.77630454,inactive,,0,SIGMA
144209595,NCGC00259946-01,3,20,,,,active agonist,active agonist,6.390992281,119.7681635,inactive,,0,SIGMA
144209666,NCGC00260017-01,3,20,,,,active agonist,active agonist,1.247885122,182.1557153,inactive,,0,SigmaAldrich
144209672,NCGC00260023-01,3,20,,,,active agonist,active agonist,3.782278543,90.64944715,inactive,,0,SIGMA
144209684,NCGC00260035-01,3,20,,,,active agonist,active agonist,0.493817856,148.8429885,inactive,,0,SigmaAldrich
144209702,NCGC00260053-01,3,20,,,,active agonist,active agonist,0.032755754,149.8288553,inconclusive antagonist,17.05902729,-40.14443478,SIGMA
144209703,NCGC00260054-01,3,20,,,,active agonist,active agonist,0.652382843,186.6029426,inactive,,0,SIGMA
144209745,NCGC00260096-01,3,20,,,,active agonist,active agonist,1.763333637,84.89450695,inactive,,0,ChromaDex
144209746,NCGC00260097-01,3,20,,,,active agonist,active agonist,2.213705224,126.98581,inconclusive antagonist,,,SIGMA
144209784,NCGC00260673-01,3,20,,,,active agonist,active agonist,1.045398313,175.0976345,inactive,,0,Alfa Aesar
144209790,NCGC00260140-01,3,20,,,,active agonist,active agonist,3.865075982,98.97402175,inactive,,0,SIGMA
144209804,NCGC00260154-01,3,20,,,,active agonist,active agonist,1.044017268,165.8363166,inconclusive antagonist,48.45898887,-32.77177575,SigmaAldrich
144209860,NCGC00260210-01,3,20,,,,active agonist,active agonist,25.08301865,153.6273043,inactive,,0,Io-li-tec
144209881,NCGC00260231-01,3,20,,,,active agonist,active agonist,27.69524376,83.39718755,inactive,,0,Io-li-tec
144209924,NCGC00260274-01,3,20,,,,active agonist,active agonist,11.64235898,62.00312008,inactive,,0,SIGMA
144209925,NCGC00260275-01,3,20,,,,active agonist,active agonist,46.26284843,87.9155464,inactive,,0,SIGMA
144209957,NCGC00260306-01,3,20,,,,active agonist,active agonist,1.354260102,126.4094829,inactive,,0,SigmaAldrich
144209994,NCGC00260342-01,3,20,,,,active agonist,active agonist,13.90867701,72.76472138,inactive,,0,TCI
144210013,NCGC00260361-01,3,20,,,,active agonist,active agonist,20.33284608,187.9209979,inactive,,0,SIGMA
144210065,NCGC00260413-01,3,20,,,,active agonist,active agonist,8.013230567,78.07034097,inconclusive antagonist,,,SIGMA
144210093,NCGC00260441-01,3,20,,,,active agonist,active agonist,8.462165503,143.7332811,inactive,,0,TCI
144210099,NCGC00260447-01,3,20,,,,active agonist,active agonist,10.88177839,98.4051084,inconclusive antagonist,48.60711859,-61.24986333,TCI
144210106,NCGC00260454-01,3,20,,,,active agonist,active agonist,10.98136568,138.0897415,inconclusive antagonist,,,SIGMA
144210116,NCGC00260464-01,3,20,,,,active agonist,active agonist,0.529789488,169.9059162,inactive,,0,SIGMA
144210128,NCGC00260476-01,3,20,,,,active agonist,active agonist,63.90992281,129.2816964,inactive,,0,SIGMA
144210136,NCGC00260484-01,3,20,,,,active agonist,active agonist,6.256317104,59.50486033,inactive,,0,SIGMA
144210144,NCGC00260492-01,3,20,,,,active agonist,active agonist,11.30749864,82.2763905,inactive,,0,SIGMA
144210147,NCGC00260495-01,3,20,,,,active agonist,active agonist,12.28402985,82.87378972,inactive,,0,SIGMA
144210154,NCGC00260502-01,3,20,,,,active agonist,active agonist,25.13439193,95.60597453,inactive,,0,SIGMA
144210163,NCGC00260511-01,3,20,,,,active agonist,active agonist,29.0122689,47.26322802,inactive,,0,SIGMA
144210166,NCGC00260514-01,3,20,,,,active agonist,active agonist,2.46586066,167.192644,inconclusive antagonist,55.20374384,-50.3937291,SIGMA
144210169,NCGC00260517-01,3,20,,,,active agonist,active agonist,12.59703636,103.5225744,inactive,,0,SIGMA
144210174,NCGC00260522-01,3,20,,,,active agonist,active agonist,32.51928379,121.7746016,inactive,,0,SIGMA
144210182,NCGC00260529-01,3,20,,,,active agonist,active agonist,3.859559851,131.4514089,inactive,,0,SIGMA
144210185,NCGC00260532-01,3,20,,,,active agonist,active agonist,3.063785871,111.4923549,inactive,,0,SIGMA
144210334,NCGC00254204-01,3,20,,,,active agonist,active agonist,7.695882158,66.13835714,inactive,,0,Enamine
144210383,NCGC00254148-01,3,20,,,,active agonist,active agonist,34.37624287,86.21570171,inactive,,0,SIGMA
144210412,NCGC00254106-01,3,20,,,,active agonist,active agonist,6.858962193,128.3577344,inactive,,0,SIGMA
144210421,NCGC00253972-01,3,20,,,,active agonist,active agonist,1.477718607,207.0443772,inactive,,0,SIGMA
144210537,NCGC00254171-01,3,20,,,,active agonist,active agonist,0.357211206,113.3076149,inconclusive antagonist,,,Pharma
144210547,NCGC00254151-01,3,20,,,,active agonist,active agonist,2.087333013,106.1987049,inactive,,0,Pharma
144210599,NCGC00254018-01,3,20,,,,active agonist,active agonist,2.297515283,56.97154373,inactive,,0,SIGMA
144210617,NCGC00254059-01,3,20,,,,active agonist,active agonist,10.87072249,81.71856078,inactive,,0,SIGMA
144210620,NCGC00253994-01,3,20,,,,active agonist,active agonist,1.860337506,122.0828647,active antagonist,54.48267331,-36.24413566,SIGMA
144210642,NCGC00254239-01,3,20,,,,active agonist,active agonist,48.5577337,50.61449113,inactive,,0,Lanxess
144210650,NCGC00254294-01,3,20,,,,active agonist,active agonist,11.73793613,107.8082926,inactive,,0,Enamine
144210723,NCGC00254474-01,3,20,,,,active agonist,active agonist,19.33118197,66.15182399,inactive,,0,Enamine
144210729,NCGC00254327-01,3,20,,,,active agonist,active agonist,2.528861677,67.54633856,inactive,,0,Sigma DiscoveryCPR
144210749,NCGC00254375-01,3,20,,,,active agonist,active agonist,2.195840253,174.3999149,inactive,,0,Pfizer
144210787,NCGC00254480-01,3,20,,,,active agonist,active agonist,16.26516259,72.68617768,inactive,,0,Pfizer
144210817,NCGC00254419-01,3,20,,,,active agonist,active agonist,5.243143474,128.9676359,inactive,,0,LightBiologicals
144210825,NCGC00254324-01,3,20,,,,active agonist,active agonist,0.449702265,197.3478994,inactive,,0,LightBiologicals
144210902,NCGC00254275-01,3,20,,,,active agonist,active agonist,0.815189184,76.08104748,inconclusive antagonist,,,LightBiologicals
144210943,NCGC00254352-01,3,20,,,,active agonist,active agonist,43.27712571,142.5343474,inactive,,0,SIGMA
144210965,NCGC00254556-01,3,20,,,,active agonist,active agonist,5.448267331,154.7097461,inactive,,0,SIGMA
144210968,NCGC00254559-01,3,20,,,,active agonist,active agonist,1.005734233,153.3945978,inactive,,0,SIGMA
144211003,NCGC00254594-01,3,20,,,,active agonist,active agonist,5.021233909,191.2952099,inactive,,0,SIGMA
144211016,NCGC00254607-01,3,20,,,,active agonist,active agonist,23.42026161,108.7912333,inactive,,0,Acros
144211018,NCGC00254609-01,3,20,,,,active agonist,active agonist,4.49702265,134.0653805,inactive,,0,SIGMA
144211023,NCGC00254614-01,3,20,,,,active agonist,active agonist,12.91987789,81.4555537,inactive,,0,SIGMA
144211049,NCGC00254638-01,3,20,,,,active agonist,active agonist,8.634921803,54.56558701,inactive,,0,SIGMA
144211051,NCGC00254640-01,3,20,,,,active agonist,active agonist,13.17018095,174.0405145,inactive,,0,LightBiologicals
144211221,NCGC00254808-01,3,20,,,,active agonist,active agonist,9.295335916,114.7592858,inactive,,0,SIGMA
144211230,NCGC00254817-01,3,20,,,,active agonist,active agonist,22.53850342,138.4793053,inactive,,0,SIGMA
144211283,NCGC00254869-01,3,20,,,,active agonist,active agonist,7.127300585,132.5136731,inactive,,0,SIGMA
144211287,NCGC00254873-01,3,20,,,,active agonist,active agonist,9.688541615,190.5862406,inactive,,0,Enamine
144211290,NCGC00257524-01,3,20,,,,active agonist,active agonist,27.30602032,99.6830107,inactive,,0,Enamine
144211308,NCGC00254893-01,3,20,,,,active agonist,active agonist,3.437624287,107.6658822,inactive,,0,LightBiologicals
144211340,NCGC00254925-01,3,20,,,,active agonist,active agonist,12.19715124,77.66656766,inactive,,0,SIGMA
144211456,NCGC00255037-01,3,20,,,,active agonist,active agonist,17.90296963,95.17443623,inactive,,0,SIGMA
144211468,NCGC00255049-01,3,20,,,,active agonist,active agonist,25.28861677,98.31223383,inactive,,0,SIGMA
144211493,NCGC00255074-01,3,20,,,,active agonist,active agonist,17.21141459,107.3594515,inactive,,0,Crescent
144211558,NCGC00256302-01,3,20,,,,active agonist,active agonist,5.448267331,41.32613406,inactive,,0,SIGMA
144211565,NCGC00256248-01,3,20,,,,active agonist,active agonist,19.33118197,132.6433084,inactive,,0,SIGMA
144211646,NCGC00255738-01,3,20,,,,active agonist,active agonist,10.45080874,74.79445161,inactive,,0,SIGMA
144211680,NCGC00255761-01,3,20,,,,active agonist,active agonist,2.168994291,40.34886299,inactive,,0,SIGMA
144211682,NCGC00255790-01,3,20,,,,active agonist,active agonist,48.5577337,71.26522258,inactive,,0,SIGMA
144211812,NCGC00255677-01,3,20,,,,active agonist,active agonist,2.433651622,154.014876,inactive,,0,LightBiologicals
144211848,NCGC00255251-01,3,20,,,,active agonist,active agonist,1.933118197,225.617884,inactive,,0,LightBiologicals
144211851,NCGC00255493-01,3,20,,,,active agonist,active agonist,14.77718607,105.1002785,inactive,,0,LightBiologicals
144211854,NCGC00256279-01,3,20,,,,active agonist,active agonist,1.087072249,222.2948425,inactive,,0,LightBiologicals
144211877,NCGC00255427-01,3,20,,,,active agonist,active agonist,3.437624287,78.31056516,inactive,,0,LightBiologicals
144211891,NCGC00255946-01,3,20,,,,active agonist,active agonist,5.243143474,189.7822131,inconclusive antagonist,61.13056489,-62.27731951,LightBiologicals
144211902,NCGC00256025-01,3,20,,,,active agonist,active agonist,30.63785871,93.06239105,inactive,,0,LightBiologicals
144211930,NCGC00255573-01,3,20,,,,active agonist,active agonist,9.323774085,154.8454835,inactive,,0,SIGMA
144211967,NCGC00255458-01,3,20,,,,active agonist,active agonist,3.857077889,187.1870156,inactive,,0,SIGMA
144212011,NCGC00256285-01,3,20,,,,active agonist,active agonist,2.342026161,231.2707863,inactive,,0,SIGMA
144212018,NCGC00256115-01,3,20,,,,active agonist,active agonist,10.46144659,84.47579092,inactive,,0,SIGMA
144212090,NCGC00255724-01,3,20,,,,active agonist,active agonist,24.33651622,90.89173977,inactive,,0,SIGMA
144212117,NCGC00256229-01,3,20,,,,active agonist,active agonist,45.84145662,135.2917406,inactive,,0,Sigma DiscoveryCPR
144212120,NCGC00256069-01,3,20,,,,active agonist,active agonist,43.27712571,114.4577336,inactive,,0,Sigma DiscoveryCPR
144212133,NCGC00256128-01,3,20,,,,active agonist,active agonist,43.27712571,84.35445958,inactive,,0,SIGMA
144212165,NCGC00255167-01,3,20,,,,active agonist,active agonist,0.343762429,177.9190557,inconclusive antagonist,12.19715124,-53.46534892,LightBiologicals
144212171,NCGC00255340-01,3,20,,,,active agonist,active agonist,6.113056489,137.04018,inactive,,0,LightBiologicals
144212190,NCGC00255370-01,3,20,,,,active agonist,active agonist,1.046144659,195.5891065,inactive,,0,LightBiologicals
144212201,NCGC00256031-01,3,20,,,,active agonist,active agonist,28.95246651,45.45529542,inactive,,0,LightBiologicals
144212208,NCGC00255119-01,3,20,,,,active agonist,active agonist,11.29601018,119.0617975,inactive,,0,LightBiologicals
144212226,NCGC00255347-01,3,20,,,,active agonist,active agonist,40.85624122,131.7296079,inconclusive agonist,,,LightBiologicals
144212262,NCGC00255781-01,3,20,,,,active agonist,active agonist,43.27712571,115.5700603,inactive,,0,LightBiologicals
144212341,NCGC00255199-01,3,20,,,,active agonist,active agonist,0.043277126,245.3093043,active antagonist,26.27796573,-77.22150955,Acros
144212358,NCGC00255951-01,3,20,,,,active agonist,active agonist,10.2626238,79.14680684,inactive,,0,Acros
144212359,NCGC00255949-01,3,20,,,,active agonist,active agonist,43.27712571,145.5731092,inactive,,0,Acros
144212361,NCGC00255621-01,3,20,,,,active agonist,active agonist,4.47873589,192.0363671,inactive,,0,Acros
144212408,NCGC00255545-01,3,20,,,,active agonist,active agonist,11.74981087,119.1815344,inactive,,0,Acros
144212526,NCGC00255850-01,3,20,,,,active agonist,active agonist,5.771097466,79.79254944,inactive,,0,LightBiologicals
144212634,NCGC00255838-01,3,20,,,,active agonist,active agonist,5.221822666,109.8711651,inactive,,0,AK Scientific
144212647,NCGC00255352-01,3,20,,,,active agonist,active agonist,3.572112063,163.2292476,inactive,,0,SIGMA
144212652,NCGC00255307-01,3,20,,,,active agonist,active agonist,6.113056489,364.9711182,inactive,,0,SIGMA
144212813,NCGC00256719-01,3,20,,,,active agonist,active agonist,0.712730058,135.0798016,inactive,,0,LightBiologicals
144212827,NCGC00256740-01,3,20,,,,active agonist,active agonist,4.584145662,62.42193405,active antagonist,34.37624287,-52.25388304,LightBiologicals
144212877,NCGC00256876-01,3,20,,,,active agonist,active agonist,0.968854161,148.8626624,active antagonist,54.48267331,-54.88949664,Oakwood
144212912,NCGC00256670-01,3,20,,,,active agonist,active agonist,6.858962193,90.94814157,inactive,,0,SIGMA
144212933,NCGC00256803-01,3,20,,,,active agonist,active agonist,12.19715124,68.59142494,inactive,,0,TCI
144212934,NCGC00256822-01,3,20,,,,active agonist,active agonist,13.68542878,141.0021818,inactive,,0,SIGMA
144212939,NCGC00256633-01,3,20,,,,active agonist,active agonist,8.972739824,211.3761539,inactive,,0,SIGMA
144212950,NCGC00256862-01,3,20,,,,active agonist,active agonist,5.045742403,169.2323529,inactive,,0,SIGMA
144213008,NCGC00256675-01,3,20,,,,active agonist,active agonist,27.30602032,65.78078912,inactive,,0,SIGMA
144213013,NCGC00256791-01,3,20,,,,active agonist,active agonist,62.40323224,84.84464644,inactive,,0,ChemService
144213051,NCGC00256447-01,3,20,,,,active agonist,active agonist,19.33118197,67.27870467,inactive,,0,SIGMA
144213055,NCGC00256528-01,3,20,,,,active agonist,active agonist,3.437624287,155.5207133,inactive,,0,SIGMA
144213063,NCGC00256392-01,3,20,,,,active agonist,active agonist,4.327712571,155.6968938,inactive,,0,SIGMA
144213115,NCGC00256319-01,3,20,,,,active agonist,active agonist,11.29601018,52.7349902,inactive,,0,LightBiologicals
144213169,NCGC00256323-01,3,20,,,,active agonist,active agonist,15.35530365,52.83654876,inactive,,0,SIGMA
144213201,NCGC00256419-01,3,20,,,,active agonist,active agonist,4.327712571,128.3628022,inactive,,0,LightBiologicals
144213217,NCGC00256440-01,3,20,,,,active agonist,active agonist,8.3098224,175.6871865,active antagonist,66.00726558,-41.39493807,SIGMA
144213218,NCGC00256458-01,3,20,,,,active agonist,active agonist,0.306378587,134.6844888,inconclusive antagonist,48.5577337,-34.25147876,SIGMA
144213260,NCGC00256482-01,3,20,,,,active agonist,active agonist,14.77718607,108.9559406,inactive,,0,Enamine
144213269,NCGC00256368-01,3,20,,,,active agonist,active agonist,22.53850342,48.41898304,inactive,,0,SIGMA
144213281,NCGC00256386-01,3,20,,,,active agonist,active agonist,2.730602032,162.4989191,inactive,,0,Enamine
144213290,NCGC00256576-01,3,20,,,,active agonist,active agonist,25.28861677,59.61081024,inactive,,0,SIGMA
144213315,NCGC00256507-01,3,20,,,,active agonist,active agonist,24.33651622,65.38847501,inactive,,0,LightBiologicals
144213339,NCGC00256428-01,3,20,,,,active agonist,active agonist,0.357211206,167.6926641,inactive,,0,Sigma DiscoveryCPR
144213361,NCGC00257194-01,3,20,,,,active agonist,active agonist,12.19715124,105.561544,inactive,,0,Waterstone
144213363,NCGC00256928-01,3,20,,,,active agonist,active agonist,9.688541615,72.53771806,inactive,,0,SIGMA
144213412,NCGC00257045-01,3,20,,,,active agonist,active agonist,8.972739824,200.4604133,inactive,,0,LightBiologicals
144213455,NCGC00257143-01,3,20,,,,active agonist,active agonist,5.882903737,72.27084913,inactive,,0,LightBiologicals
144213471,NCGC00257163-01,3,20,,,,active agonist,active agonist,10.46144659,87.52821886,inactive,,0,Sigma DiscoveryCPR
144213500,NCGC00256938-01,3,20,,,,active agonist,active agonist,18.60337506,113.4881029,inactive,,0,SIGMA
144213504,NCGC00257012-01,3,20,,,,active agonist,active agonist,10.06757967,87.15277165,inactive,,0,SIGMA
144213505,NCGC00257031-01,3,20,,,,active agonist,active agonist,24.33651622,75.07448351,inactive,,0,TCI
144213530,NCGC00256959-01,3,20,,,,active agonist,active agonist,23.39644645,66.5288535,inactive,,0,SIGMA
144213543,NCGC00256941-01,3,20,,,,active agonist,active agonist,12.19715124,55.94942283,inactive,,0,Enamine
